,url,title,company,description
104,https://jobstreet.vn/job/rd/0e5b972765fdf28df2a5fa4e49ac2581?sp=serp&sponsored=false&sr=15&tk=43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2,,,
105,https://jobstreet.vn/vi%E1%BB%87c/Business-Intelligence-Data-Analyst-d599aaf0e4ecdcf0dd8db06d89f5c24b?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D2%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-3WCVmHZZ54rTVpFh7lOu&sl=&sol_srt=f6578788-9b6b-457e-940e-a8508d7f966e&sp=serp&sponsored=false&sq=data+analyst&sr=16&tk=43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2,Business Intelligence Data Analyst,NINJA VAN," As an Business Intelligence Data Analyst Executive, you would be empowering the organization to make data-driven decisions. If you have a passion for working with data, generating actionable insights and communicating with people, this would be a role for you.

Develop and automate dashboards, analyses and reports to support business functions.
Collaborate with stakeholders in Operations and Sales to make data-driven decisions.
Create pipelines and queries in the data warehouse. Maintain the integrity of the data as the ""single source of truth"".
Assess KPIs, perform root cause analyses, create recommendations for corrective action and work with business verticals to implement them. Be responsible for the accuracy of the calculations of these KPIs.
Identify opportunities for improving operational efficiency and sales growth.
Be the subject matter expert - the ""go-to person"" for all things data.

And:
1. Analytics (50%)

Insights: modeling & produce actionable data
Descriptive stats: Measure operational efficiency & cost metrics and track SLAs adherence

2. Process & Systems (30%): Improve workflow

Suggest and recommend changes in existing system and operating processes to improve productivity and stability of the service infrastructure
Reduce manual work
Prepare for scaling

3. Informational (20%)

Insights: modeling & produce actionable data
Descriptive stats: Measure operational efficiency & cost metrics and track SLAs adherence
Suggest and recommend changes in existing system and operating processes to improve productivity and stability of the service infrastructure
Reduce manual work
Prepare for scaling
Source of information for other teams. Answering questions like “Is there a fast way to get data about xx?”
Query maintenance
IT support
 "
106,https://jobstreet.vn/job/rd/c8ec24f84a42950bc9801471824e251b?sp=serp&sponsored=false&sr=17&tk=43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2,,,
107,https://jobstreet.vn/vi%E1%BB%87c/Financial-Data-Analyst-172941bcea29dad0c2329a4a4e9fdab1?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D2%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-3WCVmHZZ54rTVpFh7lOu&sl=&sol_srt=f6578788-9b6b-457e-940e-a8508d7f966e&sp=serp&sponsored=false&sq=data+analyst&sr=18&tk=43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2,Financial Data Analyst (1 Position in HCM City),VIETFUND MANAGEMENT,"

Mô Tả Công Việc

 Overview:
 As a financial data analyst, you will be working with data team, middle office, and investment team to perform data analysis, modelling, and engineering to create new reporting feeds for analytical purposes. You will work closely with business stakeholders to gather inputs for current system and help formulate decision making. 
Responsibilities:
- Report maintenance and development with data visualization tool (Power BI). These reports are relevant to investment activities and results for operation, compliance, performance, risk, and management, etc
- Coordinate with data team on data collection, cleansing and maintenance from various data vendors to ensure quality input for end-users
- Perform fund performance attribution
- Perform data analytics to extract meaningful insights that help to improve fund performance, process and operations
- Cooperate with business development staff to provide tools and timely reports for fundraising activities
 
 Xem toàn bộ Mô Tả Công Việc
 

Yêu Cầu Công Việc

 - Experienced in data visualization tools
- Proficiency with SQL, JSON required
- Competency with any programming languages: Python, R, Matlab 
- Strong background on database and data warehouse
- General knowledge in capital markets. Knowledge or prior experience in analyzing financial statement is a plus
- English: IELTS 6.0 or similar certificate 
- Bachelor degree in actuarial science, math, statistics, MIS, or computer science. Master degree, CFA, CIPM is a plus Salary, bonus and other benefits:
- Attractive salary and bonus package commensurate with the experience and capability of the candidate.
- Annual leave entitlement, 24/7 accident insurance, healthcare insurance.
- Dynamic working environment, opportunities for career advancement.
If you are interested in this position, please send a detailed CV with recent photo by click “Apply now”
Subject should follow the format: INV-FDA-2, NAME OF APPLICANT, 12-2018 
(eg: INV-FDA-2, NGUYEN NAM PHUONG, 12-2018)
Please do not contact us by phone or send CV via postal mail. Should a candidate’s skills and qualifications meet our requirements, interview appointment will be scheduled. Thank you.
 

 Xem toàn bộ Yêu Cầu Công Việc
 
"
108,https://jobstreet.vn/job/rd/68211e162831c9356dd1dbd9763a2c30?sp=serp&sponsored=false&sr=19&tk=43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2,,,
109,https://jobstreet.vn/vi%E1%BB%87c/Purchase-Data-Analyst-770ff148913c18ac130eb7870eb063f4?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D2%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-3WCVmHZZ54rTVpFh7lOu&sl=&sol_srt=f6578788-9b6b-457e-940e-a8508d7f966e&sp=serp&sponsored=false&sq=data+analyst&sr=20&tk=43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2,Purchase Data Analyst/purchaser,DE HEUS LLC,"

Mô Tả Công Việc

 The job holder will become a member of De Heus Asia and work as Purchase Data Analyst - responsible for support overall purchasing strategy by conducting analyses on spend data and researching trends in relevant supply markets /OR work as Purchaser - responsible for sourcing and purchasing raw materials and packaging to supply for production of De Heus Asia (Vietnam & many Asia countries) on a timely and cost effective basic while maintaining appropriate quality standards and specifications.
The detailed job will be discussed more in the interview.
 
 Xem toàn bộ Mô Tả Công Việc
 

Yêu Cầu Công Việc

 • Bachelor's degree in Economics, Business Administration or Engineering,...
• 2+ years of experience in data mining, analysis and reporting & familiarity with purchasing/procurement preferred; working knowledge of MS Office, relational databases and ERP systems; 
• Preferable working experience at feed companies
• Strong data analysis skills (e.g., Excel, ….)
• Able to synthesize information from diverse sources and present findings clearly and concisely
• Strong communication (written and verbal) and interpersonal skills
• Passion for finding information on innovative industry trends
• Attention to detail
• Analytical mind with business acumen 
• Able to manage and priorities competing requests with minimal supervision
• Category analysis, Price analysis, Benchmark database analysis
• English fluency
 
 Xem toàn bộ Yêu Cầu Công Việc
 
"
110,https://jobstreet.vn/vi%E1%BB%87c/Data-Analyst-8b7767272719d12b85236db049f160b3?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=21&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Data Analyst - Big Data Team,Công ty Cổ Phần Viễn Thông FPT," Overview:
A Data Analyst is part of the team who develops and refines data-driven models that power ID Analytics’ products and services; improves data technology infrastructure, and communicates ongoing research and analysis to stakeholders. The successful candidate will turn data into information, information into insight and insight into business decisions. This position will join many different business projects that are related to Telecom, Media & Entertainment in FPT Telecom.About the Team:Our team is strongly collaborative, where team members’ ideas are carefully listened and taken into account. Team members’ voice are highly respected and we are willing to challenge each other’s analysis that critically help deliver the best quality reports, data products and services.
KEY RESPONSIBILITIES

Process, clean, and verify the integrity of data used for analysis and modeling
Perform proactive and reactive analyses to ensure data integrity
Work with management to prioritize business and information needs
Perform descriptive and inferential statistical analysis to extract insights from data
Communicate insights and suggest improvements based on data and observed trends to business/management in order to improve customer experience and operational efficiency
Validate output figures generated to ensure accuracy and reliability of analyses
Define metrics/ KPI and design dashboard to track the performance of operational activities; ensure timely and accurate maintenance of internal dashboards.

SALARY & BENEFITS

Offer around $700 - $1000 & 15-17 months' wage/year
You’ll love working in our dynamic environment with >14.000 young & active employees,
Honor & Award for the best employees who have great contribution to the company’s success, especially the awards night for 50 best employees each year will be held overseas
Unique culture with many exciting activities: rookie training, 72 hours experience, team building, status quo, village festival …
Attractive sports activities: football, badminton, swimming, table tennis, billiards …
Being trained by professionals, having many promoting opportunities to become managers in the leading technology groups in Vietnam, with >30,000 people and a professional environment.
Obtaining full legal insurance coverage for yourself and your family with FPT-Care
 "
111,https://jobstreet.vn/vi%E1%BB%87c/Ecommerce-Data-Analyst-ffbe2a2844354f46b9e2e2affe1049e1?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=22&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Ecommerce Data Analyst (Mới),CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL,"  



 





Ecommerce Data Analyst
CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL


Ngày cập nhật: 15/01/2019

Phúc lợi

 Bảo hiểm theo quy định
 Du Lịch
 Thưởng
 Chăm sóc sức khỏe
 Đào tạo
 Tăng lương



Mô tả Công việc
 - Understand and measure operations including shipping, payments, order management, brand performance and other operational elements that drive customer satisfaction.- Works with business owners to develop benchmark criteria for measuring online metrics. Develops scorecard reporting centered around web metrics.- Develop and report on KPIs to effectively improve brand’s performance. Generate analysis, scorecards, presentations, and recommendations to drive shipping and fulfillment performance improvement for our brand partners.- Resolve operational and infrastructure issues.- Collaborate with engineering, product, analytics, marketing, customer care and other teams to develop, test, and execute ideas designed to improve both internal processes and the customer experience.- Work closely with our brand team to on-board new brand partners.- Tracks/analyze sales and expenses associated with website tools- Measures the ROI of investments in online tools and advertising campaigns- Create, update, and deliver actionable reporting to key business stakeholders on a weekly/monthly/quarterly basis 


Yêu Cầu Công Việc
 
Comfortable with data and large-scale analytics. Advance understanding of Excel is required. Business, financial planning, or other heavy modeling experience is preferred (knowledge of SQL is a plus)
3-5 years of experience in an operations role, preferably in a fast-growing eCommerce and/or strategic consulting environment. Marketplace experience is a plus
Excellent problem solving and critical thinking skills.
Strong attention to detail.
Excellent communications skills.
Ability to manage time effectively, set priorities and meet deadlines
Ability to multi-task and work in a fast-paced environment
 


Thông tin khác


 Độ tuổi: 
 Không giới hạn tuổi
 
 Hình thức: Nhân viên chính thức 




Giới thiệu về công ty




 




 CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL
 
 
 

 http://www.maisonjsc.com/Qui mô công ty: 1000 – 1200   Công ty Cổ phần Maison Retail Management International là đại diện chính thức trong lĩnh vực phân phối các thương hiệu thời trang quốc tế nổi tiếng...Chi tiết 
Công ty Cổ phần Maison Retail Management International là đại diện chính thức trong lĩnh vực phân phối các thương hiệu thời trang quốc tế nổi tiếng như: Coach, Christian Louboutin, Karen Millen, Coast, Max&Co, Max Mara, Puma, Skechers, Warehouse, Oasis, Topshop, Topman, Dorothy Perkins, Miss Selfridge, Mango, Charles & Keith, Pedro , Accessorize, Havaianas, ...
Được thành lập vào năm 2002 bởi một bộ đôi tín đồ thời trang, MAI SON đã nhanh chóng trở thành một trong những công ty hàng đầu trong việc giới thiệu các thương hiệu thời trang cao cấp và sang trọng tại Việt Nam. Sau thành công ngoài mong đợi của cửa hàng đầu tiên, hiện MAISON đang là ngôi nhà chung của hơn 24 thương hiệu đình đám thế giới, thổi vào thị trường Việt Nam những giấc mơ thời trang bất tận.
MAISON không chỉ lan toả văn hoá thời trang thế giới đa dạng mà còn mang đến một nền tảng thời trang giá trị, dịch vụ khách hàng tận tâm, có trách nhiệm, để Việt Nam là điểm đến sành điệu cho những người yêu thời trang.Thu gọn 
"
112,https://jobstreet.vn/vi%E1%BB%87c/Ecommerce-Data-Analyst-4efe4cad8776c3310f8dcd1303ba6a75?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=23&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Ecommerce Data Analyst,CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL,"
- Understand and measure operations including shipping, payments, order management, brand performance and other operational elements that drive customer satisfaction.- Works with business owners to develop benchmark criteria for measuring online metrics. Develops scorecard reporting centered around web metrics.- Develop and report on KPIs to effectively improve brand’s performance. Generate analysis, scorecards, presentations, and recommendations to drive shipping and fulfillment performance improvement for our brand partners.- Resolve operational and infrastructure issues.- Collaborate with engineering, product, analytics, marketing, customer care and other teams to develop, test, and execute ideas designed to improve both internal processes and the customer experience.- Work closely with our brand team to on-board new brand partners.- Tracks/analyze sales and expenses associated with website tools- Measures the ROI of investments in online tools and advertising campaigns- Create, update, and deliver actionable reporting to key business stakeholders on a weekly/monthly/quarterly basis 

Comfortable with data and large-scale analytics. Advance understanding of Excel is required. Business, financial planning, or other heavy modeling experience is preferred (knowledge of SQL is a plus)
3-5 years of experience in an operations role, preferably in a fast-growing eCommerce and/or strategic consulting environment. Marketplace experience is a plus
Excellent problem solving and critical thinking skills.
Strong attention to detail.
Excellent communications skills.
Ability to manage time effectively, set priorities and meet deadlines
Ability to multi-task and work in a fast-paced environment
 

 Độ tuổi: 
 Không giới hạn tuổi
 
 Hình thức: Nhân viên chính thức 


Công ty Cổ phần Maison Retail Management International là đại diện chính thức trong lĩnh vực phân phối các thương hiệu thời trang quốc tế nổi tiếng như: Coach, Christian Louboutin, Karen Millen, Coast, Max&Co, Max Mara, Puma, Skechers, Warehouse, Oasis, Topshop, Topman, Dorothy Perkins, Miss Selfridge, Mango, Charles & Keith, Pedro , Accessorize, Havaianas, ...
Được thành lập vào năm 2002 bởi một bộ đôi tín đồ thời trang, MAI SON đã nhanh chóng trở thành một trong những công ty hàng đầu trong việc giới thiệu các thương hiệu thời trang cao cấp và sang trọng tại Việt Nam. Sau thành công ngoài mong đợi của cửa hàng đầu tiên, hiện MAISON đang là ngôi nhà chung của hơn 24 thương hiệu đình đám thế giới, thổi vào thị trường Việt Nam những giấc mơ thời trang bất tận.
MAISON không chỉ lan toả văn hoá thời trang thế giới đa dạng mà còn mang đến một nền tảng thời trang giá trị, dịch vụ khách hàng tận tâm, có trách nhiệm, để Việt Nam là điểm đến sành điệu cho những người yêu thời trang.Thu gọn"
113,https://jobstreet.vn/job/rd/a09666bb710de475de476246ee6f8925?sp=serp&sponsored=false&sr=24&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,,,
114,https://jobstreet.vn/vi%E1%BB%87c/Data-Analyst-a9718897154f9d89305311c1c8242c70?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=25&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Data Analyst,CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL,"

 
 
  
CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL
 http:// 
 
 Follow
 Blacklist 


Sơ lược về công ty :
 CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL  http://www.maisonjsc.com/ 


Quy Mô Công Ty:
100-499

Tên công việc:
Data Analyst

Mã công việc:
* Data Manage- Checking and Collect Raw Data- Update Merchandise/Operation/MKT reports- Data Transfer- Taras* Assist Merchandise Movements:- Replenishments- Market Research- Products feedback- VM display* Another Admin job that required by Merchandise Manager/Leader



Số Năm Kinh nghiệm: 



Cấp bậc tối thiểu: 
Nhân viên


Bằng cấp tối thiểu: 
Cao đẳng



- Diploma/Degree in related fields (check local context – what is the min. edu level expected)- Excellent computing skills, proficient in Excel, strong analytical skills- Able to communicate and write proficiently in native language and English- Minimum 1 year working experience in inventory management, preferably in Retail industry- Excellent interpersonal, planning and organization skills to multi-task in a fast paced environment- Pro-active team worker, independent and meticulous- Passion for the fashion industry. 
 
Kỹ năng mong muốn:

Loại hình công việc:
Toàn thời gian cố định

Địa điểm:
Hồ Chí Minh

Quốc gia:

Ngành nghề:
Hành chánh/Thư ký

Cấp bậc tối thiểu:
Nhân viên

Độ tuổi:
bất kỳ -> 

Mức lương:
Cạnh tranh MONTH

- Please send your application by online, email or direct to: 
 "
115,https://jobstreet.vn/vi%E1%BB%87c/Data-Analyst-971592a26d13eb71e5a4e10370152f09?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=26&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Data Analyst,Công Ty TNHH APS VN,"
Công ty APS Holding là công ty hàng đầu tại khu vực Đông Âu hoạt động trong lĩnh vực đầu tư và dịch vụ thu hồi nợ với hơn 12 năm phát triển. APS hiện đang có mặt tại 8 quốc gia với hơn 450 nhân viên đang làm việc tại các nước thuộc khu vực trung tâm Châu Âu và khu vực Đông Nam Châu Âu. 
Công ty TNHH APS VN là thành viên của công ty APS Holding hoạt động trong lĩnh vực xử lý nợ. Chúng tôi đang tìm kiếm các ứng viên tài năng để gia nhập đội ngũ của công ty.
Website: https://aps-holding.com
Quy mô công ty: 1-50 nhân viên
"
116,https://jobstreet.vn/vi%E1%BB%87c/Data-Analyst-c1de5421d486edbf883ca1018d466e97?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=27&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Data Analyst,CÔNG TY TNHH APS VN,"Data Analyst Job Overview
Be responsible for conducting full lifecycle of an analysis, from data collection to proposal/recommendation based on respective analysis. Develop analysis and reporting capabilities. Monitor performance and quality control plans to identify improvements.
Responsibilities
• Data mining, working with PL/SQL (interacting on Oracle SQL Developer & SQL Server Management);
• Responsible for Client & internal reports on a regular basis;
• Ad-hoc analysis to identify, analyze, and interpret trends or patterns in complex data sets;
• Supporting implementation of collection strategy/plan/system;
• Collection System/Application management;
• Other tasks per assignment by line manager.
 • Must have strong knowledge of data models, data mining and segmentation techniques; 
• Must have strong knowledge and experience in working with databases (SSMS/SQL Developer/Oracle/etc.) and/or programming (Visual Basic/Excel VBA/etc.);
• Strong knowledge of statistics and experience using statistical packages for analyzing datasets (Excel/SPSS/SAS/etc.) and/or database design development is preferred;
• Detail-oriented, high accuracy attention;
• Organizer & optimizer, willing to learn and open-minded;
• Bachelor of Mathematics/Economics/Computer Science/Information Management or Statistics;
• Good communication in English is preferred, be able to study new knowledge/documents in English.
Benefits
• Competitive salary;
• Approach advanced technology in debt collection;
• Full standard package of social insurance, health insurance, unemployment insurance;
• 13th month salary bonus;
• 24h accident insurance;
• Annual health check;
• Annual leaves up to 14 days;
• Benefits from Trade Union (birthday, holidays…);
• Annual salary review.
 "
117,https://jobstreet.vn/vi%E1%BB%87c/Marketing-Data-Analyst-cfdf85d1405c4ec95bb5ef0177902f82?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=28&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Marketing Data Analyst,Công ty Cổ Phần Công Nghệ Thông Tin HMD,"
1. Xây dựng kế hoạch kinh doanh cho sản phẩm mới
- Phân tích thị trường và đối thủ nhằm có đủ các thông tin để xây dựng kế hoạch kinh doanh
- Xây dựng kế hoạch về kênh bán (khái niệm chỉ hình thức bán online)
- Kế hoạch về giá (bao gồm giá sỉ và giá lẻ)
- Launching sản phẩm mới.
- Báo cáo kết quả kinh doanh định kỳ (tuần/ tháng) và theo từng sản phẩm/ nhóm sản phẩm.
- Điều chỉnh và thực thi kế hoạch nhằm đảm bảo mục tiêu kinh doanh của sản phẩm.
2. Thu thập, nghiên cứu, phân tích thông tin về thị trường
- Thực hiện các báo cáo về thị trường (mức tăng trưởng nghành sporting goods, thị trường ecommerce, US…), các báo cáo về mức độ tăng trưởng của Amazon, eBay, Walmart…, Phân tích các đối thủ cạnh tranh trong cùng nghành hàng, thị trường nhằm cung cấp thông tin kịp thời, hỗ trợ việc xây dựng các chiến lược kinh doanh, kênh bán của công ty.
- Phân tích sự ảnh hưởng của các chính sách bán hàng mới, chính sách liên quan đến nghành (US, China) như bảo hành, shipping, giá bán, chi phí, giá nguyên vật liệu… nhằm đề ra các biện pháp khắc phục hoặc cảnh báo các bộ phận liên quan kịp thời hành động.
- Tần suất báo cáo: mỗi quý/ lần, hoặc cập nhật nếu thông tin mang tính chất đặc biệt.
- Đề xuất các giải pháp nhằm nâng cao kết qua kinh doanh (cải tiến sản phẩm, promotion, chiến lược giá…) 
1.    Học vấn
-          Tốt nghiệp Cao đẳng, Đại học các chuyên ngành kinh tế:  Quản trị kinh doanh, tài chính, marketing…
-          Tiếng Anh: Đọc, hiểu
2.    Kinh nghiệm
-          Ưu tiên các ứng viên đã có kinh nghiệm làm việc trong môi trường kinh doanh thương mại điện tử (bán hàng online, làm việc cho các trang thương mại điện tử như lazada, adayroi, tiki…).
3.    Kỹ năng:
-          Có kỹ năng về tư duy, phân tích vấn đề, số liệu.
-          Kỹ năng giải quyết vấn đề (mô tả, diễn giải, lập luận…)
-          Kỹ năng giao tiếp nội bộ, làm việc nhóm
-          Các kỹ năng về lập và quản lý thời gian, công việc, mục tiêu…
-          Sử dụng tốt MS Office (Ưu tiên ứng viên sử dụng excel tốt) 

 Bằng cấp:
 Đại học
 
 Độ tuổi: 
 25 - 30
 
 Hình thức: Nhân viên chính thức 


Bắt đầu chỉ với suy nghĩ, bây giờ chúng tôi đã ở đây
Công ty Cổ Phần Công Nghệ Thông Tin HMD là công ty thành viên trong group của Yes4All LLC ở bang California, Hoa Kỳ.
Khởi tạo ban đầu xuất phát từ niềm yêu thích vào năm 2010 với vài sản phẩm được bán online. Hiện tại, Yes4All đang trên đà phát triển trở thành một trong những ""seller"" đứng đầu trên các trang web bán hàng điện tử hàng đầu: Amazon và Ebay, cùng với trang bán hàng riêng của chúng tôi.
Ngày 15 tháng 5 năm 2013 Công ty Cổ Phần Công Nghệ Thông Tin HMD ra đời, nhằm hỗ trợ cho sự phát triển của công ty Yes4All tại Mỹ.
Với lợi nhuận mỗi năm tăng gấp 2 lần và đang tiếp tục theo đà tăng trưởng, trong những năm tiếp theo công ty đang không ngừng nỗ lực khẳng định vị trí hàng đầu của mình trong lĩnh vực bán hàng điện tử.
Để đạt được lợi nhuận và thành tích như thế là nhờ vào sự nỗ lực và tâm huyết của đội ngũ nhân viên trẻ năng động tại HMD. Họ làm việc bằng tất cả niềm đam mê, nhiệt huyết của tuổi trẻ.
Tạị HMD, chúng tôi làm việc trong niềm vui và nhìn thấy sự đam mê của bản thân trong chính công việc.
Nhân lực là tài sản vô giá của HMD, chúng tôi tin rằng nhân lực chính là chìa khóa đưa HMD đi đến thành công.
Sự sáng tạo của con người là vô hạn, HMD sẽ đồng hành cùng bạn để phát huy tối đa sự sáng tạo đó.Thu gọn"
118,https://jobstreet.vn/job/rd/7c8a7c1fc30eb512640da12c4b28d475?sp=serp&sponsored=false&sr=29&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,,,
119,https://jobstreet.vn/vi%E1%BB%87c/Data-Analyst-3c3c967f1a361d9e0dfad6cb578c61b3?from_url=https%3A%2F%2Fwww.jobstreet.vn%2Fj%3Fl%3D%26p%3D3%26q%3Ddata%2Banalyst%26sp%3Dhomepage%26surl%3D0%26tk%3D43YR3lEaRHa9r42Vrurq-2RKwbMbVS9Y024Ow79N2&sl=&sol_srt=91c6a117-0a69-4c82-b467-be5b55dbf688&sp=serp&sponsored=false&sq=data+analyst&sr=30&tk=43YR3lEaRHa9r42Vrurq-aKa5OFxVd3m6H4TgIwak,Data Analyst,CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL,"


 
 
 
 CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL
 
 
 

 Tầng 19, Tòa nhà Vincom, 72 Lê Thánh Tôn, Phường Bến Nghé
 , Quận 1
 ,
 Hồ Chí Minh,
 
 Việt Nam
 

 Lương:
 
 
 Cạnh tranh 
 MONTH
 
 
 

Mô tả chi tiết công việc

* Data Manage- Checking and Collect Raw Data- Update Merchandise/Operation/MKT reports- Data Transfer- Taras* Assist Merchandise Movements:- Replenishments- Market Research- Products feedback- VM display* Another Admin job that required by Merchandise Manager/Leader

Kinh nghiệm/Kỹ năng chi tiết

- Diploma/Degree in related fields (check local context – what is the min. edu level expected)- Excellent computing skills, proficient in Excel, strong analytical skills- Able to communicate and write proficiently in native language and English- Minimum 1 year working experience in inventory management, preferably in Retail industry- Excellent interpersonal, planning and organization skills to multi-task in a fast paced environment- Pro-active team worker, independent and meticulous- Passion for the fashion industry.

Mô tả


 Ngành nghề việc làm:
 
 

 Cấp bậc:
 Nhân viên 

 Nơi làm việc:
 
 

 Trình độ học vấn:
 
 Cao đẳng
 
 

 Mức kinh nghiệm:
 
 1-2 năm kinh nghiệm
 
 

 Loại công việc:
 
 Toàn thời gian cố định 
 

 Tuổi:
 22-35
 

 Giới tính:
 Nam/Nữ 

Thông tin liên hệ


 
 Cách liên hệ:
 Nộp trực tuyến, Gửi kèm File, Trực tiếp
 

 Mô tả:
 - Please send your application by online, email or direct to:


 Tên liên hệ:
 Phòng Tuyển dụng
 

 Địa chỉ:
 Tầng 19, Tòa nhà Vincom, 72 Lê Thánh Tôn, Phường Bến Nghé
 , Quận 1
 ,
 Hồ Chí Minh,
 
 Việt Nam
 


** Nhận hồ sơ ứng viên bằng ngôn ngữ: Tiếng Anh


 Ngày gởi: 
 
 09/01/2019
 2019-01-09
 
 Ngày hết hạn: 
 
 08/02/2019
 2019-02-08T24:00+07:00
 
 

 
 Tags 
 Quận 1
 Data Analyst
 HCM
 






 "
